Organization,Shop,Production Line,Equipment Line,Work Order,Model.Suffix,Box,Set,Wip,Buyer S/No,Rework,OQC_SMPLG_FLAG,Input Time,Out Time,Box Weight,Box Weight Result,Box Weight Time,MAC Address,Off Line history,ACCBAG_1,BOXCARTON_1,CARD_1,ENERGYLBL_1,ENERGYLBL_2,MANUAL_1,MANUAL_2,MANUAL_3,MANUAL_4,MANUAL_5,MOD_1,PANEL_1,PCBG_MAIN_1,POWERCORD_1,PSU_1,REMOCON_1,STREAMER_1,WARRANTY_1,Uploaded Panel,Repair Flag,이슈 제번,MAC_ADDRESS,LOAD_DATE
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506246999TRDLJL,506PLGE246999,,506PLGE246999,N,,2025-06-16 10:54:14.296,2025-06-16 11:01:15.421,,,,58:96:0A:95:43:ED,,5G2L0005.L3145150200088,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5H708J3E65947101QU45,,LD56D100LM,EAD65969409IUK55Q3588,SR3CA659207312123,AKB76046609IH354WK044,MEZ00766501,MBM675057042505REV01,,,,58960A9543ED,2025-06-26 04:46:13
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247059TRDLJL,506PLFJ247059,,506PLFJ247059,N,,2025-06-16 11:36:42.260,2025-06-16 11:43:49.859,,,,58:96:0A:95:43:FC,,5G2L0005.L3145150200044,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6U4J3E65947101QU45,,LD56D100LP,EAD65969409IUK55W0485,SR4FA659207310973,AKB76046609IH354WK088,MEZ00766501,MBM675057042505REV01,,,,58960A9543FC,2025-06-27 09:48:31
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247052TRDLJL,506PLEF247052,,506PLEF247052,N,,2025-06-16 11:28:56.179,2025-06-16 11:39:51.725,,,,58:96:0A:95:41:33,,5G2L0005.L3145150200065,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6WCJ3E65947101QU45,,LD56D1007B,EAD65969409IUK55Q3544,SR49A659207311814,AKB76046609IH354WK122,MEZ00766501,MBM675057042505REV01,,,,58960A954133,2025-06-27 09:48:31
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247067TRDLJL,506PLCD247067,,506PLCD247067,N,,2025-06-16 11:41:14.476,2025-06-16 11:51:32.060,,,,58:96:0A:95:44:6F,,5G2L0005.L3145150200010,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6V1J3E65947101QU45,,LD56D100NL,EAD65969409IUK55Q3586,SR4FA659207311777,AKB76046609IH354WL924,MEZ00766501,MBM675057042505REV01,,,,58960A95446F,2025-06-29 11:47:11
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163571TRDLJL,506PLCD163571,,506PLCD163571,N,,2025-06-02 14:45:45.098,2025-06-02 14:54:05.481,,,,58:96:0A:79:49:B2,,5G2L0735.L3145150200048,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S4LXJ3E65947101QU45,,LD561102VB,EAD65969409IUK55T1931,SR33A659207311727,AKB76046609IH354FS664,MEZ00766501,MBM675057042501REV00,,,,58960A7949B2,2025-06-03 22:50:27
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247013TRDLJL,506PLBL247013,,506PLBL247013,N,,2025-06-16 11:05:10.824,2025-06-16 11:11:45.757,,,,58:96:0A:95:41:AA,,5G2L0005.L3145150200007,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F73UJ3E65947101QU45,TJ523955AM06-,LD56D1008F,EAD65969409IUK55W3618,SR4AA659207312460,AKB76046609IH354WL967,MEZ00766501,MBM675057042505REV01,,,,58960A9541AA,2025-06-26 04:54:24
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163608TRDLJL,506PLAG163608,,506PLAG163608,N,,2025-06-02 15:24:40.956,2025-06-02 15:32:44.154,,,,58:96:0A:79:49:12,,5G2L0735.L3145150200002,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4J61VJ3E65947101QD43,,LD561102QP,EAD65969409IUK55S1165,SR33A659207311747,AKB76046609IH354FS603,MEZ00766501,MBM675057042501REV00,,,,58960A794912,2025-06-05 10:51:53
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247021TRDLJL,506PLZU247021,,506PLZU247021,N,,2025-06-16 11:10:45.433,2025-06-16 11:16:44.450,,,,58:96:0A:95:41:53,,5G2L0005.L3145150200029,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F7BEJ3E65947101QU45,,LD56D1007J,EAD65969409IUK55W3593,SR4FA659207312179,AKB76046609IH354WK078,MEZ00766501,MBM675057042505REV01,,,,58960A954153,2025-06-29 01:16:52
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163597TRDLJL,506PLZU163597,,506PLZU163597,N,,2025-06-02 15:15:21.935,2025-06-02 15:24:45.971,,,,58:96:0A:79:49:3D,,5G2L0735.L3145150200054,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S40LJ3E65947101QU33,,LD561102S0,EAD65969409IUK55T0610,SR33A659207310765,AKB76046609IH354FS610,MEZ00766501,MBM675057042501REV00,,,,58960A79493D,2025-06-05 11:00:24
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247063TRDLJL,506PLVC247063,,506PLVC247063,N,,2025-06-16 11:39:11.425,2025-06-16 11:49:37.853,,,,58:96:0A:95:44:82,,5G2L0005.L3145150200030,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6ULJ3E65947101QU45,,LD56D100NS,EAD65969409IUK55W0487,SR4FA659207310061,AKB76046609IH354WL997,MEZ00766501,MBM675057042505REV01,,,,58960A954482,2025-06-27 10:17:27
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163550TRDLJL,506PLSY163550,,506PLSY163550,N,,2025-06-02 14:25:15.082,2025-06-02 14:34:06.102,,,,58:96:0A:79:49:28,,5G2L0735.L3145150200065,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4HF5UJ3E65947101Q841,,LD561102RD,EAD65969409IUK55T1461,SR33A659207311590,AKB76046609IH354FS677,MEZ00766501,MBM675057042501REV00,,,,58960A794928,2025-06-06 03:36:12
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163572TRDLJL,506PLQN163572,,506PLQN163572,N,,2025-06-02 14:46:35.279,2025-06-02 14:54:35.812,,,,58:96:0A:79:49:02,,5G2L0735.L3145150200051,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S4M0J3E65947101QU45,,LD561102Q7,EAD65969409IUK55T1889,SR33A659207311234,AKB76046609IH354FS557,MEZ00766501,MBM675057042501REV00,,,,58960A794902,2025-06-03 22:50:27
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247064TRDLJL,506PLPM247064,,506PLPM247064,N,,2025-06-16 11:39:42.763,2025-06-16 11:50:06.207,,,,58:96:0A:95:44:7A,,5G2L0005.L3145150200031,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6URJ3E65947101QU45,,LD56D100NP,EAD65969409IUK55W0493,SR4FA659207310475,AKB76046609IH354WL911,MEZ00766501,MBM675057042505REV01,,,,58960A95447A,2025-06-27 10:17:27
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247007TRDLJL,506PLNB247007,,506PLNB247007,N,,2025-06-16 11:00:26.126,2025-06-16 11:07:58.570,,,,58:96:0A:95:43:F0,,5G2L0005.L3145150200063,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F72ZJ3E65947101QU45,,LD56D100LQ,EAD65969409IUK55W3613,SR4FA659207310106,AKB76046609IH354WK142,MEZ00766501,MBM675057042505REV01,,,,58960A9543F0,2025-06-26 04:54:24
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163607TRDLJL,506PLNB163607,,506PLNB163607,N,,2025-06-02 15:23:53.778,2025-06-02 15:31:31.107,,,,58:96:0A:79:49:07,,5G2L0735.L3145150200011,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4J61TJ3E65947101QD43,,LD561102QC,EAD65969409IUK55T0604,SR32A659207310790,AKB76046609IH354FS683,,MBM675057042501REV00,,,,58960A794907,2025-06-05 10:51:53
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247051TRDLJL,506PLMP247051,,506PLMP247051,N,,2025-06-16 11:28:13.093,2025-06-16 11:39:22.556,,,,58:96:0A:95:44:04,,5G2L0005.L3145150200040,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6WAJ3E65947101QU45,,LD56D100M0,EAD65969409IUK55W0496,SR49A659207310520,AKB76046609IH354WK137,MEZ00766501,MBM675057042505REV01,,,,58960A954404,2025-06-27 09:48:31
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163603TRDLJL,506PLMP163603,,506PLMP163603,N,,2025-06-02 15:19:40.485,2025-06-02 15:28:51.980,,,,58:96:0A:79:49:83,,5G2L0735.L3145150200001,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S41DJ3E65947101QU33,,LD561102TY,EAD65969409IUK55T0543,SR33A659207311781,AKB76046609IH354FS706,MEZ00766501,MBM675057042501REV00,,,,58960A794983,2025-06-05 11:10:21
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247024TRDLJL,506PLLQ247024,,506PLLQ247024,N,,2025-06-16 11:12:21.053,2025-06-16 11:18:23.096,,,,58:96:0A:95:44:13,,5G2L0005.L3145150200032,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F7CZJ3E65947101QU45,,LD56D100M8,EAD65969409IUK55W3585,SR4FA659207310831,AKB76046609IH354WK120,MEZ00766501,MBM675057042505REV01,,,,58960A954413,2025-06-26 09:50:06
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247029TRDLJL,506PLKW247029,,506PLKW247029,N,,2025-06-16 11:14:50.538,2025-06-16 11:21:47.390,,,,58:96:0A:95:44:1B,,5G2L0005.L3145150200073,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F7DJJ3E65947101QU45,,LD56D100MC,EAD65969409IUK55W3595,SR4FA659207311664,AKB76046609IH354WK126,MEZ00766501,MBM675057042505REV01,,,,58960A95441B,2025-06-29 01:16:52
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247060TRDLJL,506PLJK247060,,506PLJK247060,N,,2025-06-16 11:37:37.852,2025-06-16 11:48:02.105,,,,58:96:0A:95:44:65,,5G2L0005.L3145150200038,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6U9J3E65947101QU45,TJ528094AU06-,LD56D100NG,EAD65969409IUK55W0508,SR4FA659207311778,AKB76046609IH354WK092,MEZ00766501,MBM675057042505REV01,,,,58960A954465,2025-06-27 09:48:31
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247023TRDLJL,506PLGE247023,,506PLGE247023,N,,2025-06-16 11:11:57.554,2025-06-16 11:17:54.659,,,,58:96:0A:95:42:F9,,5G2L0005.L3145150200062,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F7CXJ3E65947101QU45,TJ527601AR05-,LD56D10097,EAD65969409IUK55Q3508,SR4FA659207312582,AKB76046609IH354WK141,MEZ00766501,MBM675057042505REV01,,,,58960A9542F9,2025-06-29 01:16:52
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247011TRDLJL,506PLFJ247011,,506PLFJ247011,N,,2025-06-16 11:03:26.004,2025-06-16 11:10:22.419,,,,58:96:0A:95:41:AB,,5G2L0005.L3145150200008,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F73HJ3E65947101QU45,,LD56D1008G,EAD65969409IUK55Q3462,SR4FA659207310828,AKB76046609IH354WM109,MEZ00766501,MBM675057042505REV01,,,,58960A9541AB,2025-06-26 04:54:24
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163554TRDLJL,506PLDX163554,,506PLDX163554,N,,2025-06-02 14:27:54.827,2025-06-02 14:42:41.369,,,,58:96:0A:79:48:EE,,5G2L0735.L3145150200077,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4HF64J3E65947101Q841,,LD561102PM,EAD65969409IUK55T1830,SR33A659207310656,AKB76046609IH354FS637,MEZ00766501,MBM675057042501REV00,,,,58960A7948EE,2025-06-06 03:36:12
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163613TRDLJL,506PLBL163613,,506PLBL163613,N,,2025-06-02 15:28:21.382,2025-06-02 15:35:49.728,,,,58:96:0A:79:49:60,,5G2L0735.L3145150200018,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4HF8JJ3E65947101QD41,,LD561102SY,EAD65969409IUK55T0608,SR33A659207311477,AKB76046609IH354FS699,MEZ00766501,MBM675057042501REV00,,,,58960A794960,2025-06-05 10:49:18
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247042TRDLJL,506PLYZ247042,,506PLYZ247042,N,,2025-06-16 11:21:53.037,2025-06-16 11:32:19.828,,,,58:96:0A:95:42:EB,,5G2L0005.L3145150200051,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5H7F2J3E65947101QU45,,LD56D10094,EAD65969409IUK55W3601,SR49A659207310648,AKB76046609IH354WK131,MEZ00766501,MBM675057042505REV01,,,,58960A9542EB,2025-06-29 01:31:38
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247054TRDLJL,506PLUH247054,,506PLUH247054,N,,2025-06-16 11:29:54.762,2025-06-16 11:40:37.629,,,,58:96:0A:95:42:33,,5G2L0005.L3145150200061,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6WMJ3E65947101QU45,,LD56D1008Q,EAD65969409IUK55Q3468,SR4AA659207310674,AKB76046609IH354WK061,MEZ00766501,MBM675057042505REV01,,,,58960A954233,2025-06-29 01:36:20
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247006TRDLJL,506PLUH247006,,506PLUH247006,N,,2025-06-16 10:59:43.949,2025-06-16 11:07:23.318,,,,58:96:0A:95:44:6D,,5G2L0005.L3145150200015,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F72SJ3E65947101QU45,,LD56D100NK,EAD65969409IUK55W3615,SR4AA659207312716,AKB76046609IH354WL989,MEZ00766501,MBM675057042505REV01,,,,58960A95446D,2025-06-26 04:54:24
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163592TRDLJL,506PLPM163592,,506PLPM163592,N,,2025-06-02 14:59:52.263,2025-06-02 15:22:14.851,,,,58:96:0A:79:49:42,,5G2L0735.L3145150200017,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S4ZXJ3E65947101QU45,,LD561102S5,EAD65969409IUK55S1179,SR32A659207311175,AKB76046609IH354FS583,MEZ00766501,MBM675057042501REV00,,,,58960A794942,2025-06-06 03:42:18
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163568TRDLJL,506PLPM163568,,506PLPM163568,N,Y,2025-06-02 14:44:08.718,2025-06-02 14:52:35.979,,,,58:96:0A:79:48:FB,,5G2L0735.L3145150200053,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S4LFJ3E65947101QU45,,LD561102Q0,EAD65969409IUK55T1832,SR33A659207311501,AKB76046609IH354FS680,MEZ00766501,MBM675057042501REV00,,,,58960A7948FB,2025-06-16 17:39:42
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163559TRDLJL,506PLNB163559,,506PLNB163559,N,,2025-06-02 14:32:03.500,2025-06-02 14:48:29.760,,,,58:96:0A:79:48:EC,,5G2L0735.L3145150200056,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S4U1J3E65947101QD45,,LD561102PK,EAD65969409IUK55T1925,SR33A659207310977,AKB76046609IH354FS644,MEZ00766501,MBM675057042501REV00,,,,58960A7948EC,2025-06-04 03:57:45
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163576TRDLJL,506PLLQ163576,,506PLLQ163576,N,,2025-06-02 14:50:00.825,2025-06-02 14:56:59.268,,,,58:96:0A:79:48:BB,,5G2L0735.L3145150200045,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S4MJJ3E65947101QU45,,LD561102N4,EAD65969409IUK55T1457,SR32A659207310172,AKB76046609IH354FS534,MEZ00766501,MBM675057042501REV00,,,,58960A7948BB,2025-06-06 03:36:12
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163545TRDLJL,506PLHT163545,,506PLHT163545,N,Y,2025-06-02 14:22:30.238,2025-06-02 14:30:32.215,,,,58:96:0A:79:48:F7,,5G2L0735.L3145150200078,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4HF7YJ3E65947101QD41,,LD561102PV,EAD65969409IUK55T1864,SR33A659207311533,AKB76046609IH354FS527,MEZ00766501,MBM675057042501REV00,,,,58960A7948F7,2025-06-16 17:39:35
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163599TRDLJL,506PLGE163599,,506PLGE163599,N,,2025-06-02 15:16:15.054,2025-06-02 15:25:46.682,,,,58:96:0A:79:49:3A,,5G2L0735.L3145150200033,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S40UJ3E65947101QU43,TJ527861AG02-,LD561102RX,EAD65969409IUK55T0511,SR33A659207312372,AKB76046609IH354FS595,MEZ00766501,MBM675057042501REV00,,,,58960A79493A,2025-06-05 11:10:29
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247083TRDLJL,506PLFJ247083,,506PLFJ247083,N,,2025-06-16 11:54:07.050,2025-06-16 12:30:40.494,,,,58:96:0A:95:44:40,,5G2L0005.L3145150200011,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6VWJ3E65947101QU45,,LD56D100MX,EAD65969409IUK55Q3518,SR49A659207310653,AKB76046609IH354WM023,MEZ00766501,MBM675057042505REV01,,,,58960A954440,2025-06-26 08:18:37
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247076TRDLJL,506PLEF247076,,506PLEF247076,N,,2025-06-16 11:50:10.538,2025-06-16 11:57:28.558,,,,58:96:0A:95:41:91,,5G2L0005.L3145150200014,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5H6NPJ3E65947101QU45,TJ522012AL04-,LD56D10084,EAD65969409IUK55Q3595,SR4FA659207310527,AKB76046609IH354WL916,MEZ00766501,MBM675057042505REV01,,,,58960A954191,2025-06-27 10:17:27
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247028TRDLJL,506PLEF247028,,506PLEF247028,N,,2025-06-16 11:14:25.287,2025-06-16 11:21:16.598,,,,58:96:0A:95:44:16,,5G2L0005.L3145150200068,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F7DDJ3E65947101QU45,TJ527941AC06-,LD56D100MA,EAD65969409IUK55W0500,SR4FA659207312318,AKB76046609IH354WK109,MEZ00766501,MBM675057042505REV01,,,,58960A954416,2025-06-29 01:16:52
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247004TRDLJL,506PLEF247004,,506PLEF247004,N,,2025-06-16 10:57:24.060,2025-06-16 11:06:25.192,,,,58:96:0A:95:43:EB,,5G2L0005.L3145150200089,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5H6Q3J3E65947101QU45,,LD56D100LL,EAD65969409IUK55Q3457,SR4FA659207311390,AKB76046609IH354WK075,MEZ00766501,MBM675057042505REV01,,,,58960A9543EB,2025-06-29 01:16:52
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163547TRDLJL,506PLCD163547,,506PLCD163547,N,Y,2025-06-02 14:23:56.036,2025-06-02 14:32:37.040,,,,58:96:0A:79:49:24,,5G2L0735.L3145150200071,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4HF80J3E65947101QD41,TJ527484AK01-,LD561102R8,EAD65969409IUK55T1459,SR33A659207310857,AKB76046609IH354FS669,MEZ00766501,MBM675057042501REV00,,,,58960A794924,2025-06-03 22:46:41
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247061TRDLJL,506PLBL247061,,506PLBL247061,N,,2025-06-16 11:38:04.337,2025-06-16 11:48:34.154,,,,58:96:0A:95:44:68,,5G2L0005.L3145150200006,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6UBJ3E65947101QU45,,LD56D100NH,EAD65969409IUK55Q3537,SR4FA659207310067,AKB76046609IH354WM006,MEZ00766501,MBM675057042505REV01,,,,58960A954468,2025-06-27 10:17:27
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163589TRDLJL,506PLBL163589,,506PLBL163589,N,,2025-06-02 14:58:10.555,2025-06-02 15:19:44.660,,,,58:96:0A:79:49:41,,5G2L0735.L3145150200037,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S4YXJ3E65947101QU45,,LD561102S4,EAD65969409IUK55T1897,SR34A659207310399,AKB76046609IH354FS687,MEZ00766501,MBM675057042501REV00,,,,58960A794941,2025-06-05 14:22:08
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247056TRDLJL,506PLAG247056,,506PLAG247056,N,,2025-06-16 11:31:07.822,2025-06-16 11:41:36.009,,,,58:96:0A:95:42:06,,5G2L0005.L3145150200048,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6WTJ3E65947101QU45,,LD56D1008K,EAD65969409IUK55W0505,SR4AA659207310355,AKB76046609IH354WK150,MEZ00766501,MBM675057042505REV01,,,,58960A954206,2025-06-27 09:48:31
AP4,Final Assembly,L01,L01,5F2L0970,75QNED8GA6A.BTRDLJL,33758505330910TRDLJL,505PLRS330910,,505PLRS330910,N,,2025-05-31 11:40:23.957,2025-05-31 11:47:22.984,,,,58:96:0A:78:06:5C,,5F2L0970.L3145150200124,MAY06793416,MBM63882538,,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,R477WRJ3E65947101Q545,,LD55W1009M,EAD65969409IUK55S2375,SR32A659207310352,AKB76046609IH352DA274,MEZ00766501,MBM675057042501REV00,,,,58960A78065C,2025-06-04 11:01:02
AP4,Final Assembly,L01,L01,5F2L0007,75QNED8GA6A.BTRDLJL,33758505225747TRDLJL,505PLCD225747,,505PLCD225747,N,,2025-05-13 12:54:12.442,2025-05-13 13:01:00.626,,,,58:96:0A:5B:DA:2D,,5F2L0007.L3145150200137,MAY06793416,MBM63882538,,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,R4786XJ3E65947101Q645,,LD55B1023P,EAD65969409IUK5593207,SR2CA659207312676,AKB76046609IOS54B0384,MEZ00766501,MBM675057042501REV00,,,505PLCD225747,58960A5BDA2D,2025-05-15 02:23:37
AP4,Final Assembly,L01,L01,5EPM0048,75QNED8GA6A.ATRDLJL,33758504185621TRDLJL,504PLKW185621,,504PLKW185621,N,,2025-04-07 15:51:52.449,2025-04-07 16:00:03.433,,,,,,5EPM0048.L3145150100056,MAY06793416,MBM63882538,,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,R2Q7XZJ3E65947101PD45,,IS51G10060,EAD65969409IUK53L5632,TQDK3659207311215,AKB76046609IOS51Q0253,MEZ00766501,MBM675057042501REV00,,,,00A159D7B1D5,2025-05-06 08:26:17
