Organization,Shop,Production Line,Equipment Line,Work Order,Model.Suffix,Box,Set,Wip,Buyer S/No,Rework,OQC_SMPLG_FLAG,Input Time,Out Time,Box Weight,Box Weight Result,Box Weight Time,MAC Address,Off Line history,ACCBAG_1,BOXCARTON_1,CARD_1,ENERGYLBL_1,ENERGYLBL_2,MANUAL_1,MANUAL_2,MANUAL_3,MANUAL_4,MANUAL_5,MOD_1,PANEL_1,PCBG_MAIN_1,POWERCORD_1,PSU_1,REMOCON_1,STREAMER_1,WARRANTY_1,Uploaded Panel,Repair Flag,이슈 제번,MAC_ADDRESS,LOAD_DATE
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247045TRDLJL,506PLZU247045,,506PLZU247045,N,,2025-06-16 11:23:58.445,2025-06-16 11:35:26.622,,,,58:96:0A:95:42:03,,5G2L0005.L3145150200050,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5H7FJJ3E65947101QU45,,LD56D1008J,EAD65969409IUK55W3584,SR4AA659207311137,AKB76046609IH354WK145,MEZ00766501,MBM675057042505REV01,,,,58960A954203,2025-06-27 09:45:44
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506246997TRDLJL,506PLZU246997,,506PLZU246997,N,,2025-06-16 10:52:15.140,2025-06-16 11:00:13.890,,,,58:96:0A:95:44:3D,,5G2L0005.L3145150200092,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5H6M1J3E65947101QU45,TJ527649AD01-,LD56D100MW,EAD65969409IUK55W3616,SR4FA659207310425,AKB76046609IH354WK107,MEZ00766501,MBM675057042505REV01,,,,58960A95443D,2025-06-26 04:46:13
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163594TRDLJL,506PLYZ163594,,506PLYZ163594,N,,2025-06-02 15:11:03.872,2025-06-02 15:23:14.165,,,,58:96:0A:79:49:3B,,5G2L0735.L3145150200013,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S4ZEJ3E65947101QU45,,LD561102RY,EAD65969409IUK55T1477,SR32A659207311232,AKB76046609IH354FS577,MEZ00766501,MBM675057042501REV00,,,,58960A79493B,2025-06-05 11:00:24
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247034TRDLJL,506PLXA247034,,506PLXA247034,N,,2025-06-16 11:17:31.047,2025-06-16 11:25:51.445,,,,58:96:0A:95:46:10,,5G2L0005.L3145150200060,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F7C1J3E65947101QU45,,LD56D100P4,EAD65969409IUK55Q3575,SR4AA659207312717,AKB76046609IH354WK066,MEZ00766501,MBM675057042505REV01,,,,58960A954610,2025-06-27 09:45:44
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247057TRDLJL,506PLWR247057,,506PLWR247057,N,,2025-06-16 11:33:52.666,2025-06-16 11:42:05.232,,,,58:96:0A:95:42:09,,5G2L0005.L3145150200005,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6WXJ3E65947101QU45,,LD56D1008L,EAD65969409IUK55Q3605,SR49A659207310845,AKB76046609IH354WL964,MEZ00766501,MBM675057042505REV01,,,,58960A954209,2025-06-27 09:48:31
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247033TRDLJL,506PLWR247033,,506PLWR247033,N,,2025-06-16 11:16:59.988,2025-06-16 11:25:21.653,,,,58:96:0A:95:45:FF,,5G2L0005.L3145150200039,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F7BYJ3E65947101QU45,TJ524964AX02-,LD56D100P1,EAD65969409IUK55W0486,SR4FA659207311706,AKB76046609IH354WK138,MEZ00766501,MBM675057042505REV01,,,,58960A9545FF,2025-06-27 10:25:17
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163561TRDLJL,506PLWR163561,,506PLWR163561,N,,2025-06-02 14:33:29.542,2025-06-02 14:49:31.939,,,,58:96:0A:79:48:E9,,5G2L0735.L3145150200076,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S4U3J3E65947101QD45,TJ527611AX01-,LD561102PG,EAD65969409IUK55T1896,SR33A659207310529,AKB76046609IH354FS540,MEZ00766501,MBM675057042501REV00,,,,58960A7948E9,2025-06-04 04:40:57
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247039TRDLJL,506PLVC247039,,506PLVC247039,N,Y,2025-06-16 11:20:18.786,2025-06-16 11:28:48.777,,,,58:96:0A:95:42:EF,,5G2L0005.L3145150200071,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F7CQJ3E65947101QU45,TJ527885AQ04-,LD56D10096,EAD65969409IUK55W0506,SR4AA659207311967,AKB76046609IH354WK083,MEZ00766501,MBM675057042505REV01,,,,58960A9542EF,2025-06-29 11:47:11
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247015TRDLJL,506PLVC247015,,506PLVC247015,N,,2025-06-16 11:06:06.258,2025-06-16 11:12:57.233,,,,58:96:0A:95:41:A3,,5G2L0005.L3145150200100,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F7ARJ3E65947101QU45,,LD56D1008C,EAD65969409IUK55W0509,SR49A659207312027,AKB76046609IH354WK042,MEZ00766501,MBM675057042505REV01,,,,58960A9541A3,2025-06-26 04:54:24
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247030TRDLJL,506PLUH247030,,506PLUH247030,N,,2025-06-16 11:15:18.940,2025-06-16 11:23:46.840,,,,58:96:0A:95:44:1D,,5G2L0005.L3145150200072,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F7DLJ3E65947101QU45,,LD56D100MD,EAD65969409IUK55W3617,SR4FA659207312480,AKB76046609IH354WK127,MEZ00766501,MBM675057042505REV01,,,,58960A95441D,
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163606TRDLJL,506PLUH163606,,506PLUH163606,N,,2025-06-02 15:23:09.167,2025-06-02 15:30:30.186,,,,58:96:0A:79:49:0A,,5G2L0735.L3145150200024,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4J59DJ3E65947101QD43,,LD561102QF,EAD65969409IUK55T0613,SR33A659207311195,AKB76046609IH354FS571,MEZ00766501,MBM675057042501REV00,,,,58960A79490A,2025-06-05 10:51:53
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163577TRDLJL,506PLTV163577,,506PLTV163577,N,,2025-06-02 14:50:33.039,2025-06-02 14:57:31.164,,,,58:96:0A:79:48:DB,,5G2L0735.L3145150200044,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S47YJ3E65947101QU43,,LD561102P3,EAD65969409IUK55T1522,SR33A659207312163,AKB76046609IH354FS593,MEZ00766501,MBM675057042501REV00,,,,58960A7948DB,2025-06-06 03:36:12
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163553TRDLJL,506PLTV163553,,506PLTV163553,N,Y,2025-06-02 14:26:47.385,2025-06-02 14:42:02.675,,,,58:96:0A:79:48:EA,,5G2L0735.L3145150200019,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4HF5WJ3E65947101Q841,,LD561102PH,EAD65969409IUK55T1903,SR33A659207311813,AKB76046609IH354FS546,MEZ00766501,MBM675057042501REV00,,,,58960A7948EA,2025-06-02 23:05:21
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163614TRDLJL,506PLRS163614,,506PLRS163614,N,,2025-06-02 15:28:51.617,2025-06-02 15:36:34.212,,,,58:96:0A:79:49:4F,,5G2L0735.L3145150200022,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4HF8SJ3E65947101QD41,,LD561102SJ,EAD65969409IUK55S1188,SR33A659207311193,AKB76046609IH354FS672,MEZ00766501,MBM675057042501REV00,,,,58960A79494F,2025-06-05 08:14:21
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163544TRDLJL,506PLPM163544,,506PLPM163544,N,Y,2025-06-02 14:21:04.656,2025-06-02 14:29:41.894,,,,58:96:0A:79:49:21,,5G2L0735.L3145150200079,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4HF7ZJ3E65947101QD41,,LD561102R5,EAD65969409IUK55T2332,SR33A659207311500,AKB76046609IH354FS551,MEZ00766501,MBM675057042501REV00,,,,58960A794921,2025-06-02 23:05:21
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247027TRDLJL,506PLMP247027,,506PLMP247027,N,,2025-06-16 11:13:50.965,2025-06-16 11:20:51.660,,,,58:96:0A:95:44:12,,5G2L0005.L3145150200074,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F7DCJ3E65947101QU45,,LD56D100M7,EAD65969409IUK55W3594,SR4FA659207311400,AKB76046609IH354WK117,MEZ00766501,MBM675057042505REV01,,,,58960A954412,2025-06-26 09:50:06
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247003TRDLJL,506PLMP247003,,506PLMP247003,N,,2025-06-16 10:56:52.870,2025-06-16 11:03:39.486,,,,58:96:0A:95:43:DD,,5G2L0005.L3145150200082,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5H7ALJ3E65947101QU45,,LD56D100LH,EAD65969409IUK55W0488,SR49A659207312684,AKB76046609IH354WK063,MEZ00766501,MBM675057042505REV01,,,,58960A9543DD,2025-06-29 01:16:52
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163579TRDLJL,506PLMP163579,,506PLMP163579,N,,2025-06-02 14:51:46.860,2025-06-02 14:58:57.174,,,,58:96:0A:79:48:D6,,5G2L0735.L3145150200042,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S489J3E65947101QU43,,LD561102NY,EAD65969409IUK55T0560,SR32A659207310354,AKB76046609IH354FS592,MEZ00766501,MBM675057042501REV00,,,,58960A7948D6,2025-06-06 03:36:12
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163555TRDLJL,506PLMP163555,,506PLMP163555,N,,2025-06-02 14:28:29.843,2025-06-02 14:43:16.981,,,,58:96:0A:79:48:AF,,5G2L0735.L3145150200020,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4HF62J3E65947101QD41,,LD561102MR,EAD65969409IUK55T1504,SR33A659207311773,AKB76046609IH354FS563,MEZ00766501,MBM675057042501REV00,,,,58960A7948AF,2025-06-06 03:36:12
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247072TRDLJL,506PLLQ247072,,506PLLQ247072,N,,2025-06-16 11:43:54.062,2025-06-16 11:55:28.621,,,,58:96:0A:95:41:92,,5G2L0005.L3145150200013,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5H6NCJ3E65947101QU45,,LD56D10085,EAD65969409IUK55W0484,SR4FA659207310393,AKB76046609IH354WM016,MEZ00766501,MBM675057042505REV01,,,,58960A954192,2025-06-29 01:34:04
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247053TRDLJL,506PLKW247053,,506PLKW247053,N,,2025-06-16 11:29:26.314,2025-06-16 11:40:20.301,,,,58:96:0A:95:42:8C,,5G2L0005.L3145150200064,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6WHJ3E65947101QU45,,LD56D1008U,EAD65969409IUK55W3603,SR49A659207311141,AKB76046609IH354WK105,MEZ00766501,MBM675057042505REV01,,,,58960A95428C,2025-06-27 09:48:31
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163564TRDLJL,506PLJK163564,,506PLJK163564,N,Y,2025-06-02 14:34:58.340,2025-06-02 14:50:46.672,,,,58:96:0A:79:48:E4,,5G2L0735.L3145150200003,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S4UQJ3E65947101QD45,,LD561102P7,EAD65969409IUK55T1520,SR33A659207311244,AKB76046609IH354FS671,MEZ00766501,MBM675057042501REV00,,,,58960A7948E4,2025-06-16 17:39:35
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247065TRDLJL,506PLHT247065,,506PLHT247065,N,,2025-06-16 11:40:07.535,2025-06-16 11:50:34.733,,,,58:96:0A:95:44:7D,,5G2L0005.L3145150200036,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6UTJ3E65947101QU45,,LD56D100NQ,EAD65969409IUK55Q3464,SR4FA659207311776,AKB76046609IH354WK091,MEZ00766501,MBM675057042505REV01,,,,58960A95447D,2025-06-27 10:17:27
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247017TRDLJL,506PLHT247017,,506PLHT247017,N,,2025-06-16 11:07:08.941,2025-06-16 11:13:53.049,,,,58:96:0A:95:41:1E,,5G2L0005.L3145150200020,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F7AZJ3E65947101QU45,,LD56D10077,EAD65969409IUK55W0483,SR4FA659207312486,AKB76046609IH354WK110,MEZ00766501,MBM675057042505REV01,,,,58960A95411E,2025-06-26 04:54:24
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506246993TRDLJL,506PLHT246993,,506PLHT246993,N,Y,2025-06-16 10:50:07.397,2025-06-16 10:58:09.026,,,,58:96:0A:95:44:53,,5G2L0005.L3145150200097,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6TTJ3E65947101QU45,,LD56D100N5,EAD65969409IUK55W3512,SR4FA659207310427,AKB76046609IH354WK059,MEZ00766501,MBM675057042505REV01,,,,58960A954453,2025-06-26 04:46:13
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163593TRDLJL,506PLHT163593,,506PLHT163593,N,,2025-06-02 15:10:38.692,2025-06-02 15:22:45.303,,,,58:96:0A:79:49:23,,5G2L0735.L3145150200029,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S4ZAJ3E65947101QU45,,LD561102R7,EAD65969409IUK55T1888,SR32A659207312056,AKB76046609IH354FS594,MEZ00766501,MBM675057042501REV00,,,,58960A794923,2025-06-05 11:00:24
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247043TRDLJL,506PLCD247043,,506PLCD247043,N,,2025-06-16 11:22:27.000,2025-06-16 11:33:35.337,,,,58:96:0A:95:42:E6,,5G2L0005.L3145150200042,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5H7FAJ3E65947101QU45,,LD56D10095,EAD65969409IUK55Q3501,SR4AA659207311947,AKB76046609IH354WK050,MEZ00766501,MBM675057042505REV01,,,,58960A9542E6,2025-06-27 09:45:44
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506246995TRDLJL,506PLCD246995,,506PLCD246995,N,,2025-06-16 10:51:06.518,2025-06-16 10:59:07.851,,,,58:96:0A:95:44:AB,,5G2L0005.L3145150200096,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6U0J3E65947101QU45,,LD56D100NX,EAD65969409IUK55Q3576,SR4AA659207310613,AKB76046609IH354WK136,MEZ00766501,MBM675057042505REV01,,,,58960A9544AB,2025-06-26 04:46:13
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247080TRDLJL,506PLAG247080,,506PLAG247080,N,,2025-06-16 11:52:38.236,2025-06-16 11:59:26.074,,,,58:96:0A:95:41:88,,5G2L0005.L3145150200001,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL718339832501REV00,MFL719001062501REV00,MFL719001062501REV00,R5F714J3E65947101QU45,,LD56D1007Z,EAD65969409IUK55W0489,SR4FA659207311216,AKB76046609IH354WL828,MEZ00766501,MBM675057042505REV01,,,,58960A954188,2025-06-29 01:31:38
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247069TRDLJL,506PLZU247069,,506PLZU247069,N,,2025-06-16 11:42:25.540,2025-06-16 11:52:20.712,,,,58:96:0A:95:44:78,,5G2L0005.L3145150200026,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5H6N8J3E65947101QD45,,LD56D100NN,EAD65969409IUK55Q3542,SR49A659207310920,AKB76046609IH354WL808,MEZ00766501,MBM675057042505REV01,,,,58960A954478,2025-06-29 01:36:20
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247018TRDLJL,506PLYZ247018,,506PLYZ247018,N,,2025-06-16 11:07:43.466,2025-06-16 11:14:30.925,,,,58:96:0A:95:41:9B,,5G2L0005.L3145150200075,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F7B3J3E65947101QU45,,LD56D10089,EAD65969409IUK55W3599,SR4FA659207312485,AKB76046609IH354WK121,MEZ00766501,MBM675057042505REV01,,,,58960A95419B,2025-06-29 01:16:52
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163570TRDLJL,506PLYZ163570,,506PLYZ163570,N,,2025-06-02 14:45:14.133,2025-06-02 14:53:35.949,,,,58:96:0A:79:49:1A,,5G2L0735.L3145150200049,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S4M6J3E65947101QU45,,LD561102QY,EAD65969409IUK55T0542,SR34A659207310304,AKB76046609IH354FS640,MEZ00766501,MBM675057042501REV00,,,,58960A79491A,2025-06-03 22:50:27
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163546TRDLJL,506PLYZ163546,,506PLYZ163546,N,Y,2025-06-02 14:23:08.268,2025-06-02 14:31:37.979,,,,58:96:0A:79:49:26,,5G2L0735.L3145150200073,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4HF81J3E65947101QD41,,LD561102RB,EAD65969409IUK55T1448,SR33A659207311531,AKB76046609IH354FS549,MEZ00766501,MBM675057042501REV00,,,,58960A794926,2025-06-02 23:05:21
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247010TRDLJL,506PLXA247010,,506PLXA247010,N,Y,2025-06-16 11:02:42.302,2025-06-16 11:10:00.293,,,,58:96:0A:95:41:A1,,5G2L0005.L3145150200077,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F73BJ3E65947101QU45,TJ527482AB02-,LD56D1008B,EAD65969409IUK55W3605,SR4AA659207312715,AKB76046609IH354WK054,MEZ00766501,MBM675057042505REV01,,,,58960A9541A1,2025-06-26 09:50:06
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163586TRDLJL,506PLXA163586,,506PLXA163586,N,,2025-06-02 14:55:53.944,2025-06-02 15:39:08.710,,,,58:96:0A:79:48:F4,,5G2L0735.L3145150200040,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S4YJJ3E65947101QU45,,LD561102PT,EAD65969409IUK55T1490,SR32A659207310094,AKB76046609IH354FS685,MEZ00766501,MBM675057042501REV00,,,,58960A7948F4,2025-06-05 14:22:08
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163562TRDLJL,506PLXA163562,,506PLXA163562,N,Y,2025-06-02 14:34:08.961,2025-06-02 14:49:50.781,,,,58:96:0A:79:48:E5,,5G2L0735.L3145150200060,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4S4U6J3E65947101QD45,,LD561102PC,EAD65969409IUK55T1843,SR33A659207310473,AKB76046609IH354FS670,MEZ00766501,MBM675057042501REV00,,,,58960A7948E5,2025-06-16 17:39:35
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506246991TRDLJL,506PLVC246991,,506PLVC246991,N,,2025-06-16 10:47:54.064,2025-06-16 10:57:26.718,,,,58:96:0A:95:44:4F,,5G2L0005.L3145150200098,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6TJJ3E65947101QU45,,LD56D100N4,EAD65969409IUK55Q3473,SR4FA659207311212,AKB76046609IH354WK032,MEZ00766501,MBM675057042505REV01,,,,58960A95444F,2025-06-29 16:02:46
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163543TRDLJL,506PLVC163543,,506PLVC163543,N,,2025-06-02 14:20:32.576,2025-06-02 14:29:20.852,,,,58:96:0A:79:49:1F,,5G2L0735.L3145150200066,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4HF7WJ3E65947101QD41,,LD561102R3,EAD65969409IUK55T1853,SR33A659207311854,AKB76046609IH354FS696,MEZ00766501,MBM675057042501REV00,,,,58960A79491F,2025-06-06 03:36:12
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163558TRDLJL,506PLUH163558,,506PLUH163558,N,,2025-06-02 14:30:34.216,2025-06-02 14:44:36.428,,,,58:96:0A:79:48:D2,,5G2L0735.L3145150200057,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4HF6EJ3E65947101Q841,,LD561102NU,EAD65969409IUK55T1500,SR2JA659207312589,AKB76046609IH354FS645,MEZ00766501,MBM675057042501REV00,,,,58960A7948D2,2025-06-04 03:57:45
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247049TRDLJL,506PLTV247049,,506PLTV247049,N,,2025-06-16 11:27:12.478,2025-06-16 11:38:18.583,,,,58:96:0A:95:42:91,,5G2L0005.L3145150200047,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5H7FUJ3E65947101QU45,TJ539184AU03-,LD56D1008V,EAD65969409IUK55W0502,SR4AA659207310350,AKB76046609IH354WK099,MEZ00766501,MBM675057042505REV01,,,,58960A954291,2025-06-27 09:48:31
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247001TRDLJL,506PLTV247001,,506PLTV247001,N,,2025-06-16 10:55:34.552,2025-06-16 11:02:16.426,,,,58:96:0A:95:43:E0,,5G2L0005.L3145150200086,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5H734J3E65947101QU45,,LD56D100LJ,EAD65969409IUK55Q3642,SR4AA659207310837,AKB76046609IH354WK005,MEZ00766501,MBM675057042505REV01,,,,58960A9543E0,2025-06-26 04:46:13
AP4,Final Assembly,L01,L01,5G2L0735,75QNED8GA6A.BTRDLJL,33758506163548TRDLJL,506PLQN163548,,506PLQN163548,N,,2025-06-02 14:24:20.834,2025-06-02 14:33:06.126,,,,58:96:0A:79:49:20,,5G2L0735.L3145150200068,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R4HF83J3E65947101QD41,,LD561102R4,EAD65969409IUK55T1456,SR33A659207310531,AKB76046609IH354FS564,MEZ00766501,MBM675057042501REV00,,,,58960A794920,2025-06-04 05:03:28
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506246992TRDLJL,506PLPM246992,,506PLPM246992,N,,2025-06-16 10:49:07.431,2025-06-16 10:57:38.451,,,,58:96:0A:95:44:54,,5G2L0005.L3145150200093,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F6TRJ3E65947101QU45,,LD56D100N6,EAD65969409IUK55W3612,SR4FA659207310122,AKB76046609IH354WJ996,MEZ00766501,MBM675057042505REV01,,,,58960A954454,2025-06-26 04:46:30
AP4,Final Assembly,L01,L01,5G2L0005,75QNED8GA6A.BTRDLJL,33758506247079TRDLJL,506PLNB247079,,506PLNB247079,N,,2025-06-16 11:52:13.500,2025-06-16 11:58:56.489,,,,58:96:0A:95:41:8D,,5G2L0005.L3145150200018,MAY06793416,MBM63882538,MEZ00765911,MEZ00766011,MFL702659802501REV00,MFL718339832501REV00,MFL719001062501REV00,,,R5F70ZJ3E65947101QU45,,LD56D10082,EAD65969409IUK55W0503,SR4FA659207310537,AKB76046609IH354WL954,MEZ00766501,MBM675057042505REV01,,,,58960A95418D,2025-06-29 01:34:04
